date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-04-14,2026-03-01,2026-04-14,district,A & N ISLAND,A & N ISLAND,NICOBAR,0.0,2.5,-100.0,NR,29.6,118.3,-75.0,LD,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,A & N ISLAND,A & N ISLAND,NORTH & MIDDLE ANDAMAN,0.0,0.7,-100.0,NR,1.9,27.7,-93.0,LD,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,A & N ISLAND,A & N ISLAND,SOUTH ANDAMAN,3.6,2.1,69.0,LE,31.5,56.1,-44.0,D,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,DIBANG VALLEY,2.0,10.2,-80.0,LD,65.0,543.1,-88.0,LD,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,1.7,6.3,-73.0,LD,490.4,260.8,88.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,4.6,1.9,142.0,LE,243.3,143.1,70.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,PAPUMPARA,1.1,8.8,-88.0,LD,468.9,176.2,166.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TAWANG,3.9,4.6,-16.0,N,235.0,192.7,22.0,E,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TIRAP,19.5,8.8,122.0,LE,487.8,238.5,105.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SIANG,0.5,15.6,-97.0,LD,446.3,476.9,-6.0,N,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SUBANSIRI,0.0,3.4,-100.0,NR,177.7,196.4,-10.0,N,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST KAMENG,1.3,3.8,-67.0,LD,86.0,82.7,4.0,N,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,BAJALI,0.5,6.0,-92.0,LD,223.5,139.2,61.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,BAKSA,0.0,5.1,-100.0,NR,297.3,134.8,121.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,BARPETA,0.0,6.0,-100.0,NR,345.8,139.2,148.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,BONGAIGAON,0.0,6.3,-100.0,NR,463.9,142.5,226.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,CACHAR,0.0,8.9,-100.0,NR,475.4,295.5,61.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,CHARAIDEO,17.0,1.7,900.0,LE,380.5,137.7,176.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,DARRANG,0.0,3.4,-100.0,NR,164.0,131.4,25.0,E,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,DHEMAJI,0.0,1.4,-100.0,NR,504.0,150.0,236.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,DHUBRI,0.0,4.8,-100.0,NR,408.1,116.3,251.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,DIBRUGARH,4.0,5.8,-31.0,D,226.6,193.7,17.0,N,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,DIMA HASAO,1.0,3.4,-71.0,LD,152.7,154.3,-1.0,N,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,GOALPARA,0.0,6.3,-100.0,NR,246.0,117.5,109.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,GOLAGHAT,0.2,3.1,-95.0,LD,201.7,116.0,74.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,HAILAKANDI,0.0,3.1,-100.0,NR,256.0,221.5,16.0,N,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,HOJAI,0.0,2.2,-100.0,NR,127.2,82.3,54.0,E,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,JORHAT,7.0,4.4,58.0,E,174.8,137.6,27.0,E,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP (RURAL),0.2,3.3,-95.0,LD,209.6,105.9,98.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP METRO.,0.0,4.1,-100.0,NR,162.0,106.5,52.0,E,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,KARBI ANGLONG,0.0,2.2,-100.0,NR,149.9,99.9,50.0,E,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,LAKHIMPUR,0.3,2.3,-87.0,LD,286.0,139.7,105.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,NALBARI,1.0,4.1,-76.0,LD,212.5,126.2,68.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,SONITPUR,0.0,2.2,-100.0,NR,192.1,93.4,106.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,SRIBHUMI,8.8,3.1,185.0,LE,223.7,298.2,-25.0,D,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,TAMULPUR,0.0,3.9,-100.0,NR,318.4,136.5,133.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,UDALGURI,0.0,2.4,-100.0,NR,206.3,82.0,152.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,ASSAM,WEST KARBI ANGLONG,0.0,0.8,-100.0,NR,130.4,61.1,113.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,MEGHALAYA,EAST GARO HILLS,0.0,4.0,-100.0,NR,353.2,153.2,131.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,MEGHALAYA,EAST JAINTIA HILLS,0.0,14.0,-100.0,NR,32.7,228.3,-86.0,LD,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,MEGHALAYA,EAST KHASI HILLS,8.5,12.4,-31.0,D,304.3,271.2,12.0,N,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,MEGHALAYA,NORTH GARO HILLS,0.0,4.5,-100.0,NR,290.1,119.8,142.0,LE,2026-04-20 07:43:04.983589
2026-04-14,2026-03-01,2026-04-14,district,ASSAM & MEGHALAYA,MEGHALAYA,RI-BHOI,0.0,2.2,-100.0,NR,234.8,143.0,64.0,LE,2026-04-20 07:43:04.983589
