date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-06-09,2026-06-01,2026-06-09,district,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,NICOBAR,0.6,14.2,-96.0,LD,48.8,94.9,-49.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,10.4,13.5,-23.0,D,349.0,142.9,144.0,LE,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,3.7,15.4,-76.0,LD,292.9,147.3,99.0,LE,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,ANAKAPALLI,0.0,4.6,-100.0,NR,22.7,35.0,-35.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,BAPATLA,0.0,2.2,-100.0,NR,20.2,19.9,2.0,N,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,DR B R AMBEDKAR KONASEEMA,0.0,1.9,-100.0,NR,6.2,20.3,-69.0,LD,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,EAST GODAVARI,0.0,2.8,-100.0,NR,13.6,24.9,-45.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,ELURU,0.0,2.6,-100.0,NR,14.5,25.9,-44.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,GUNTUR,0.0,2.7,-100.0,NR,38.7,25.3,53.0,E,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,KAKINADA,0.0,3.4,-100.0,NR,13.3,28.2,-53.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,KRISHNA,0.0,2.5,-100.0,NR,11.0,24.8,-56.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,NTR DISTRICT,0.0,1.9,-100.0,NR,29.9,26.2,14.0,N,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,PALNADU,0.0,1.7,-100.0,NR,44.0,23.4,88.0,LE,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,PARVATHIPURAM MANYAM,0.0,6.0,-100.0,NR,16.3,36.6,-55.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,PRAKASAM,0.0,1.4,-100.0,NR,22.1,20.1,10.0,N,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,SPSR NELLORE,0.0,0.9,-100.0,NR,7.9,15.5,-49.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,SRI ALLURI SITHARAMARAJU DISTRICT,0.0,5.4,-100.0,NR,17.0,40.1,-58.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,SRIKAKULAM,5.0,3.5,41.0,E,11.9,25.5,-53.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,VISHAKHAPATNAM,0.0,3.0,-100.0,NR,19.6,25.0,-22.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,VIZIANAGARAM,0.0,4.8,-100.0,NR,17.1,35.0,-51.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ANDHRA PRADESH,ANDHRA PRADESH,WEST GODAVARI,0.0,2.7,-100.0,NR,0.5,25.6,-98.0,LD,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ANJAW,3.2,11.0,-71.0,LD,9.4,75.0,-88.0,LD,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,CHANGLANG,3.6,10.3,-65.0,LD,42.2,77.9,-46.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST KAMENG,50.0,8.5,488.0,LE,197.9,77.9,154.0,LE,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,3.9,19.1,-80.0,LD,136.2,172.0,-21.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOHIT,0.0,10.7,-100.0,NR,53.2,99.5,-47.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,2.6,5.0,-48.0,D,44.0,50.4,-13.0,N,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,PAPUMPARA,73.6,15.7,368.0,LE,240.0,183.0,31.0,E,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TAWANG,0.0,1.7,-100.0,NR,29.4,50.2,-41.0,D,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TIRAP,12.0,11.6,3.0,N,129.8,119.4,9.0,N,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SIANG,25.8,19.5,32.0,E,122.1,139.7,-13.0,N,2026-06-14 06:29:53.167178
2026-06-09,2026-06-01,2026-06-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SUBANSIRI,6.3,7.4,-16.0,N,44.7,69.9,-36.0,D,2026-06-14 06:29:53.167178
