date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-09-09,2026-06-01,2026-09-09,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NICOBAR,0.5,10.0,-95.0,LD,484.2,872.8,-45.0,D,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,85.0,17.2,394.0,LE,2261.8,1585.5,43.0,E,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,18.1,18.0,0.0,N,1093.7,1330.3,-18.0,N,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ANJAW,0.0,5.3,-100.0,NR,165.8,1388.5,-88.0,LD,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,CHANGLANG,0.0,11.5,-100.0,NR,1009.1,1179.2,-14.0,N,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST KAMENG,0.0,6.8,-100.0,NR,1213.9,1044.8,16.0,N,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,0.0,20.8,-100.0,NR,1963.2,2754.0,-29.0,D,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,KURUNG KUMEY,1.0,7.7,-87.0,LD,530.4,984.4,-46.0,D,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOHIT,0.1,7.3,-98.0,LD,870.2,1339.2,-35.0,D,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,0.5,2.6,-81.0,LD,393.8,653.6,-40.0,D,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,PAPUMPARA,5.3,12.4,-58.0,D,1533.4,1881.3,-18.0,N,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TAWANG,0.3,4.6,-95.0,LD,317.5,858.5,-63.0,LD,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TIRAP,47.0,12.2,285.0,LE,1729.0,1711.5,1.0,N,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SIANG,43.1,19.4,122.0,LE,1025.5,1477.4,-31.0,D,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SUBANSIRI,0.0,4.0,-100.0,NR,321.1,808.9,-60.0,LD,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST KAMENG,0.3,6.9,-96.0,LD,484.9,1474.9,-67.0,LD,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST SIANG,0.0,11.8,-100.0,NR,572.5,1709.4,-67.0,LD,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ASSAM & MEGHALAYA,ASSAM,BAJALI,7.0,10.4,-33.0,D,1030.5,1843.2,-44.0,D,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ASSAM & MEGHALAYA,ASSAM,BAKSA,0.0,7.7,-100.0,NR,1104.1,1339.1,-18.0,N,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ASSAM & MEGHALAYA,ASSAM,BARPETA,0.0,10.4,-100.0,NR,1155.6,1843.2,-37.0,D,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ASSAM & MEGHALAYA,ASSAM,BONGAIGAON,0.0,13.8,-100.0,NR,846.2,2090.3,-60.0,LD,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ASSAM & MEGHALAYA,ASSAM,CACHAR,24.2,14.1,71.0,LE,1526.5,1609.4,-5.0,N,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ASSAM & MEGHALAYA,ASSAM,CHARAIDEO,18.5,5.4,243.0,LE,1156.0,905.4,28.0,E,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ASSAM & MEGHALAYA,ASSAM,CHIRANG,3.3,14.1,-77.0,LD,1171.3,2096.7,-44.0,D,2026-09-09 10:53:41.032679
2026-09-09,2026-06-01,2026-09-09,district,ASSAM & MEGHALAYA,ASSAM,DARRANG,7.0,8.3,-16.0,N,673.3,1130.6,-40.0,D,2026-09-09 10:53:41.032679
