date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-08-06,2026-06-01,2026-08-06,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NICOBAR,9.4,10.1,-7.0,N,323.3,594.1,-46.0,D,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,30.2,17.3,75.0,LE,1401.9,1033.0,36.0,E,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,22.7,12.2,86.0,LE,761.3,885.7,-14.0,N,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ANJAW,0.0,6.5,-100.0,NR,118.9,1022.8,-88.0,LD,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,CHANGLANG,0.0,7.7,-100.0,NR,684.1,834.0,-18.0,N,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST KAMENG,2.1,8.0,-74.0,LD,983.4,749.0,31.0,E,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,0.0,18.2,-100.0,NR,1656.4,2022.0,-18.0,N,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,KURUNG KUMEY,0.0,2.9,-100.0,NR,368.4,709.8,-48.0,D,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOHIT,0.0,12.8,-100.0,NR,657.4,996.4,-34.0,D,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,0.6,15.9,-96.0,LD,281.1,458.4,-39.0,D,2026-08-09 21:00:47.974671
2026-08-06,2026-06-01,2026-08-06,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,PAPUMPARA,0.0,12.1,-100.0,NR,1242.6,1424.7,-13.0,N,2026-08-09 21:00:47.974671
