date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-04-20,2026-03-01,2026-04-20,district,A & N ISLAND,A & N ISLAND,NICOBAR,0.3,3.3,-90.0,LD,29.9,139.0,-78.0,LD,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,A & N ISLAND,A & N ISLAND,NORTH & MIDDLE ANDAMAN,0.0,0.8,-100.0,NR,1.9,37.5,-95.0,LD,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,A & N ISLAND,A & N ISLAND,SOUTH ANDAMAN,0.0,2.6,-100.0,NR,31.5,67.9,-54.0,D,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ANJAW,0.0,12.9,-100.0,NR,246.0,584.3,-58.0,D,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST KAMENG,0.0,8.9,-100.0,NR,212.3,208.8,2.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,0.6,6.7,-91.0,LD,496.7,318.4,56.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOHIT,4.8,7.4,-35.0,D,446.8,552.0,-19.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,1.0,5.8,-83.0,LD,259.4,171.3,51.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,PAPUMPARA,3.9,8.3,-53.0,D,472.6,222.8,112.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TAWANG,2.7,7.2,-63.0,LD,263.3,250.3,5.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TIRAP,15.0,7.7,95.0,LE,522.7,291.4,79.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SIANG,0.0,13.8,-100.0,NR,455.6,565.5,-19.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SUBANSIRI,0.0,5.6,-100.0,NR,181.4,236.7,-23.0,D,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST KAMENG,2.3,5.6,-60.0,LD,93.8,110.2,-15.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST SIANG,0.0,5.5,-100.0,NR,188.9,215.5,-12.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,BAKSA,4.8,8.0,-40.0,D,321.8,184.8,74.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,BARPETA,13.1,10.1,29.0,E,391.9,186.2,110.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,BONGAIGAON,22.2,11.7,89.0,LE,502.1,202.5,148.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,CACHAR,0.2,7.6,-98.0,LD,515.2,356.0,45.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,CHARAIDEO,14.0,7.6,84.0,LE,403.5,162.2,149.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,CHIRANG,9.2,9.5,-3.0,N,425.0,174.6,143.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,DARRANG,2.3,7.9,-72.0,LD,169.5,169.5,0.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,DHEMAJI,35.8,2.9,1134.0,LE,554.2,184.7,200.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,DHUBRI,22.1,6.5,241.0,LE,492.9,151.7,225.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,DIBRUGARH,6.5,6.6,-1.0,N,237.6,241.5,-2.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,DIMA HASAO,0.0,2.3,-100.0,NR,168.7,199.4,-15.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,GOALPARA,38.2,8.5,349.0,LE,300.8,161.1,87.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,GOLAGHAT,16.6,6.2,168.0,LE,232.3,147.9,57.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,HAILAKANDI,0.0,7.8,-100.0,NR,257.3,267.0,-4.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,HOJAI,0.0,2.7,-100.0,NR,134.5,103.5,30.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,JORHAT,0.9,5.7,-84.0,LD,173.6,171.6,1.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP (RURAL),6.6,9.5,-31.0,D,230.1,150.7,53.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP METRO.,111.1,6.2,1692.0,LE,305.6,145.4,110.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,KARBI ANGLONG,0.3,4.5,-94.0,LD,161.6,125.4,29.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,KOKRAJHAR,19.2,9.6,100.0,LE,396.5,153.1,159.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,LAKHIMPUR,2.4,6.7,-65.0,LD,291.0,172.6,69.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,MORIGAON,14.8,3.6,310.0,LE,159.9,114.2,40.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,NAGAON,3.2,5.1,-37.0,D,158.9,126.0,26.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,NALBARI,4.2,7.5,-45.0,D,227.3,168.9,35.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,SIBSAGAR,14.8,6.2,139.0,LE,268.2,182.4,47.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,SONITPUR,4.4,4.9,-11.0,N,209.1,123.6,69.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,SRIBHUMI,5.0,6.8,-26.0,D,273.9,354.5,-23.0,D,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,TAMULPUR,2.4,9.0,-73.0,LD,357.2,184.7,93.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,TINSUKIA,4.5,6.7,-32.0,D,336.9,278.5,21.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,UDALGURI,0.1,7.9,-99.0,LD,215.7,113.5,90.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,ASSAM,WEST KARBI ANGLONG,13.6,1.8,656.0,LE,147.2,78.2,88.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,EAST GARO HILLS,11.3,7.2,57.0,E,388.9,192.3,102.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,EAST JAINTIA HILLS,0.0,8.9,-100.0,NR,32.7,293.3,-89.0,LD,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,EAST KHASI HILLS,3.4,13.6,-75.0,LD,317.9,352.4,-10.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,NORTH GARO HILLS,13.8,5.8,138.0,LE,324.5,159.1,104.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,RI-BHOI,4.1,3.4,21.0,E,249.9,174.0,44.0,E,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,SOUTH GARO HILLS,2.4,5.8,-59.0,D,395.5,159.1,149.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,SOUTH WEST GARO HILLS,0.0,5.8,-100.0,NR,163.0,159.1,2.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,SOUTH WEST KHASI HILLS,2.0,5.8,-66.0,LD,394.8,159.1,148.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,WEST GARO HILLS,5.8,5.5,5.0,N,286.1,148.2,93.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,WEST JAINTIA HILLS,0.0,8.9,-100.0,NR,137.5,293.3,-53.0,D,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,ASSAM & MEGHALAYA,MEGHALAYA,WEST KHASI HILLS,1.3,8.0,-84.0,LD,180.1,178.3,1.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,ARARIA,0.0,1.3,-100.0,NR,71.1,27.5,159.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,ARWAL,0.0,0.2,-100.0,NR,2.2,6.8,-68.0,LD,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,AURANGABAD,0.0,0.1,-100.0,NR,23.9,11.9,101.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,BANKA,0.0,0.6,-100.0,NR,53.4,18.1,195.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,BEGUSARAI,0.0,0.6,-100.0,NR,59.0,16.2,264.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,BHABUA,0.0,0.2,-100.0,NR,8.7,12.5,-30.0,D,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,BHAGALPUR,0.0,1.7,-100.0,NR,48.0,23.0,109.0,LE,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,BHOJPUR,0.0,0.1,-100.0,NR,7.7,9.1,-15.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,BUXAR,0.0,0.0,-100.0,NR,9.4,8.3,13.0,N,2026-04-20 11:07:58.099956
2026-04-20,2026-03-01,2026-04-20,district,BIHAR,BIHAR,DARBHANGA,0.0,1.5,-100.0,NR,46.5,20.0,133.0,LE,2026-04-20 11:07:58.099956
