date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-08-09,2026-06-01,2026-08-09,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NICOBAR,6.1,8.7,-30.0,D,400.2,620.9,-36.0,D,2026-08-10 07:43:01.979832
2026-08-09,2026-06-01,2026-08-09,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,9.0,16.5,-45.0,D,1478.6,1083.5,36.0,E,2026-08-10 07:43:01.979832
2026-08-09,2026-06-01,2026-08-09,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,17.3,12.1,43.0,E,821.1,924.9,-11.0,N,2026-08-10 07:43:01.979832
2026-08-09,2026-06-01,2026-08-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ANJAW,0.0,5.7,-100.0,NR,120.4,1051.9,-89.0,LD,2026-08-10 07:43:01.979832
2026-08-09,2026-06-01,2026-08-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,CHANGLANG,0.0,5.8,-100.0,NR,706.1,855.4,-17.0,N,2026-08-10 07:43:01.979832
2026-08-09,2026-06-01,2026-08-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST KAMENG,13.1,5.2,152.0,LE,998.0,770.1,30.0,E,2026-08-10 07:43:01.979832
2026-08-09,2026-06-01,2026-08-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,0.9,7.8,-88.0,LD,1658.9,2054.2,-19.0,N,2026-08-10 07:43:01.979832
2026-08-09,2026-06-01,2026-08-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,KURUNG KUMEY,37.7,7.2,423.0,LE,408.3,734.0,-44.0,D,2026-08-10 07:43:01.979832
2026-08-09,2026-06-01,2026-08-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOHIT,0.0,6.2,-100.0,NR,659.7,1018.1,-35.0,D,2026-08-10 07:43:01.979832
2026-08-09,2026-06-01,2026-08-09,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,4.6,6.8,-33.0,D,287.8,477.2,-40.0,D,2026-08-10 07:43:01.979832
