date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-09-26,2026-06-01,2026-09-26,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NICOBAR,2.4,16.8,-86.0,LD,706.2,1071.9,-34.0,D,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,4.3,14.7,-71.0,LD,2661.2,1847.0,44.0,E,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,1.9,20.0,-91.0,LD,1384.1,1584.5,-13.0,N,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ANJAW,0.0,9.0,-100.0,NR,175.1,1540.5,-89.0,LD,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,CHANGLANG,3.0,8.7,-66.0,LD,1035.7,1324.1,-22.0,D,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST KAMENG,0.0,9.4,-100.0,NR,1437.0,1214.6,18.0,N,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,0.0,18.3,-100.0,NR,2043.9,3111.3,-34.0,D,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,KURUNG KUMEY,0.0,8.5,-100.0,NR,627.7,1201.8,-48.0,D,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOHIT,0.0,8.1,-100.0,NR,904.9,1530.4,-41.0,D,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,0.0,2.5,-100.0,NR,417.8,736.4,-43.0,D,2026-09-26 10:57:41.544810
2026-09-26,2026-06-01,2026-09-26,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,PAPUMPARA,0.0,23.8,-100.0,NR,1729.2,2173.9,-20.0,D,2026-09-26 10:57:41.544810
