date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-05-15,2026-03-01,2026-05-15,district,A & N ISLAND,A & N ISLAND,NICOBAR,8.4,8.5,-1.0,N,165.4,327.0,-49.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,A & N ISLAND,A & N ISLAND,NORTH & MIDDLE ANDAMAN,17.0,9.1,87.0,LE,200.2,176.8,13.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,A & N ISLAND,A & N ISLAND,SOUTH ANDAMAN,16.3,8.3,96.0,LE,164.2,250.3,-34.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ANJAW,2.5,7.4,-66.0,LD,405.1,849.9,-52.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,CHANGLANG,3.6,7.0,-49.0,D,731.8,528.5,38.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST KAMENG,43.4,7.3,495.0,LE,459.2,358.0,28.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,9.0,13.8,-35.0,D,627.5,588.7,7.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOHIT,10.5,7.1,48.0,E,662.6,813.6,-19.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,16.8,8.4,100.0,LE,341.9,328.9,4.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,PAPUMPARA,31.6,22.0,43.0,E,735.2,480.0,53.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TAWANG,0.9,9.2,-90.0,LD,334.0,451.9,-26.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TIRAP,17.0,8.8,93.0,LE,745.3,519.0,44.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SIANG,66.0,24.4,170.0,LE,761.8,874.4,-13.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SUBANSIRI,7.1,6.3,12.0,N,314.2,387.3,-19.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST KAMENG,6.6,7.3,-10.0,N,200.1,271.7,-26.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST SIANG,0.0,11.8,-100.0,NR,302.0,389.0,-22.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,BAKSA,64.3,12.7,406.0,LE,478.2,408.3,17.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,BARPETA,47.9,13.5,255.0,LE,641.9,429.2,50.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,BISWANATH,16.3,6.1,167.0,LE,343.5,351.3,-2.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,BONGAIGAON,25.9,16.8,54.0,E,680.1,484.7,40.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,CACHAR,31.0,12.3,152.0,LE,741.6,655.9,13.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,CHARAIDEO,26.5,7.6,249.0,LE,586.0,287.7,104.0,LE,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,CHIRANG,57.2,14.8,286.0,LE,659.8,459.2,44.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,DARRANG,2.0,10.5,-81.0,LD,196.8,403.0,-51.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,DHEMAJI,7.2,9.4,-23.0,D,818.8,387.7,111.0,LE,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,DHUBRI,17.2,14.7,17.0,N,780.1,419.7,86.0,LE,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,DIBRUGARH,12.7,9.7,30.0,E,402.4,453.4,-11.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,DIMA HASAO,49.9,8.2,508.0,LE,276.6,400.1,-31.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,GOALPARA,7.8,11.0,-30.0,D,558.2,431.5,29.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,GOLAGHAT,5.8,9.2,-37.0,D,361.9,316.7,14.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,HAILAKANDI,1.4,11.0,-88.0,LD,386.6,563.3,-31.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,HOJAI,0.0,2.4,-100.0,NR,184.2,198.6,-7.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,JORHAT,17.1,9.3,84.0,LE,334.8,353.9,-5.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP (RURAL),14.7,12.7,16.0,N,345.4,363.0,-5.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP METRO.,12.8,9.0,42.0,E,428.2,338.1,27.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,KARBI ANGLONG,4.1,3.7,11.0,N,222.5,234.6,-5.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,KOKRAJHAR,21.7,10.6,105.0,LE,721.5,407.5,77.0,LE,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,LAKHIMPUR,5.1,11.6,-56.0,D,524.6,391.5,34.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,MORIGAON,16.5,5.9,180.0,LE,221.1,249.1,-11.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,NAGAON,0.8,7.3,-89.0,LD,193.6,301.6,-36.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,NALBARI,16.3,12.5,30.0,E,330.9,414.7,-20.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,SIBSAGAR,11.5,7.5,53.0,E,395.6,360.3,10.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,SONITPUR,3.8,11.2,-66.0,LD,319.1,319.0,0.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,SRIBHUMI,208.6,11.3,1746.0,LE,595.8,712.1,-16.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,TAMULPUR,104.2,9.7,974.0,LE,564.6,447.0,26.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,TINSUKIA,11.5,10.0,15.0,N,513.2,488.6,5.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,UDALGURI,13.2,8.9,48.0,E,304.8,312.7,-3.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,ASSAM,WEST KARBI ANGLONG,0.0,1.8,-100.0,NR,201.6,159.9,26.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,MEGHALAYA,EAST GARO HILLS,6.5,10.6,-39.0,D,794.8,505.7,57.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,MEGHALAYA,EAST JAINTIA HILLS,24.2,14.2,70.0,LE,182.1,661.3,-72.0,LD,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,MEGHALAYA,EAST KHASI HILLS,41.3,15.3,170.0,LE,753.9,769.7,-2.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,MEGHALAYA,NORTH GARO HILLS,39.6,5.4,633.0,LE,687.6,341.3,101.0,LE,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,MEGHALAYA,RI-BHOI,6.3,7.2,-13.0,N,395.8,397.7,0.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,MEGHALAYA,SOUTH GARO HILLS,5.5,5.4,2.0,N,649.1,341.3,90.0,LE,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,MEGHALAYA,SOUTH WEST KHASI HILLS,82.0,5.4,1419.0,LE,887.8,341.3,160.0,LE,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,MEGHALAYA,WEST JAINTIA HILLS,7.8,14.2,-45.0,D,295.8,661.3,-55.0,D,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,ASSAM & MEGHALAYA,MEGHALAYA,WEST KHASI HILLS,15.7,11.3,38.0,E,425.7,411.7,3.0,N,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,BIHAR,BIHAR,ARARIA,0.0,4.7,-100.0,NR,251.3,99.3,153.0,LE,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,BIHAR,BIHAR,ARWAL,0.0,0.3,-100.0,NR,20.0,13.8,45.0,E,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,BIHAR,BIHAR,AURANGABAD,0.0,0.7,-100.0,NR,66.4,19.0,250.0,LE,2026-05-15 08:50:57.788247
2026-05-15,2026-03-01,2026-05-15,district,BIHAR,BIHAR,BANKA,0.0,3.5,-100.0,NR,172.3,41.9,311.0,LE,2026-05-15 08:50:57.788247
