date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-07-31,2026-06-01,2026-07-31,district,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,NICOBAR,0.0,8.2,-100.0,NR,245.7,545.4,-55.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,16.0,13.6,18.0,N,1307.4,939.6,39.0,E,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,8.8,14.4,-39.0,D,655.4,817.5,-20.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,ANAKAPALLI,0.3,5.9,-95.0,LD,172.8,283.4,-39.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,BAPATLA,0.0,5.5,-100.0,NR,110.0,230.0,-52.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,DR B R AMBEDKAR KONASEEMA,13.2,8.6,53.0,E,337.8,353.2,-4.0,N,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,EAST GODAVARI,7.6,5.6,36.0,E,205.8,335.5,-39.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,ELURU,4.7,7.3,-36.0,D,276.6,409.3,-32.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,GUNTUR,8.8,6.7,31.0,E,223.8,271.0,-17.0,N,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,KAKINADA,4.7,5.8,-20.0,D,235.2,310.6,-24.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,KRISHNA,2.2,8.3,-74.0,LD,221.9,314.3,-29.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,NTR DISTRICT,0.9,9.9,-91.0,LD,213.5,327.4,-35.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,PALNADU,1.7,3.7,-54.0,D,180.9,244.1,-26.0,D,2026-07-31 08:51:04.090221
2026-07-31,2026-06-01,2026-07-31,district,ANDHRA PRADESH,ANDHRA PRADESH,PARVATHIPURAM MANYAM,1.0,6.2,-84.0,LD,197.4,361.4,-45.0,D,2026-07-31 08:51:04.090221
