date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-09-01,2026-06-01,2026-09-01,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NICOBAR,3.0,9.1,-67.0,LD,468.9,800.4,-41.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,0.3,17.3,-98.0,LD,1940.8,1448.1,34.0,E,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,1.8,14.2,-87.0,LD,1011.0,1220.7,-17.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ANJAW,7.2,4.5,60.0,LE,161.9,1322.4,-88.0,LD,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,CHANGLANG,7.6,7.9,-4.0,N,947.2,1096.8,-14.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST KAMENG,43.4,7.1,511.0,LE,1168.7,967.9,21.0,E,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,49.7,21.5,131.0,LE,1910.4,2587.3,-26.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,KURUNG KUMEY,36.5,2.7,1252.0,LE,508.5,912.9,-44.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOHIT,7.6,6.6,15.0,N,802.1,1273.4,-37.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.2,4.0,580.0,LE,385.2,610.9,-37.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,PAPUMPARA,50.9,11.3,351.0,LE,1484.4,1764.7,-16.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TAWANG,0.0,8.5,-100.0,NR,305.1,796.7,-62.0,LD,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TIRAP,5.5,10.9,-50.0,D,1635.0,1611.5,1.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SIANG,22.3,18.1,23.0,E,971.1,1346.5,-28.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SUBANSIRI,20.2,6.4,216.0,LE,308.7,756.7,-59.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST KAMENG,17.0,10.7,58.0,E,447.0,1389.2,-68.0,LD,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST SIANG,14.7,11.4,29.0,E,570.4,1608.6,-65.0,LD,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,BAJALI,8.0,8.4,-5.0,N,1009.5,1732.7,-42.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,BAKSA,14.9,6.7,123.0,LE,1056.2,1265.1,-17.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,BARPETA,5.6,8.4,-34.0,D,1146.8,1732.7,-34.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,BONGAIGAON,9.8,9.6,2.0,N,842.0,1959.8,-57.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,CACHAR,0.7,15.6,-95.0,LD,1426.5,1489.8,-4.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,CHARAIDEO,13.0,13.2,-2.0,N,1100.0,857.3,28.0,E,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,CHIRANG,7.7,7.9,-3.0,N,1152.1,1963.2,-41.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,DARRANG,2.0,7.5,-73.0,LD,643.2,1069.7,-40.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,DHEMAJI,82.6,10.3,702.0,LE,1940.0,1668.0,16.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,DHUBRI,54.0,13.4,303.0,LE,1143.6,1754.1,-35.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,DIBRUGARH,24.4,7.7,217.0,LE,997.8,1210.5,-18.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,DIMA HASAO,14.0,7.2,94.0,LE,439.2,840.5,-48.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,GOALPARA,88.3,9.5,829.0,LE,894.1,1662.0,-46.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,GOLAGHAT,14.8,7.4,100.0,LE,774.4,851.0,-9.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,HAILAKANDI,42.7,11.8,262.0,LE,1119.7,1250.1,-10.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,HOJAI,4.2,9.3,-55.0,D,364.7,617.5,-41.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,JORHAT,5.4,9.8,-45.0,D,724.5,1019.9,-29.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP METROPOLITAN,27.4,5.9,364.0,LE,708.6,867.4,-18.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP RURAL,19.5,6.2,215.0,LE,517.4,1070.6,-52.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,KARBI ANGLONG,20.5,8.6,138.0,LE,529.5,661.1,-20.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,KOKRAJHAR,18.4,11.9,55.0,E,2065.7,2237.5,-8.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,LAKHIMPUR,35.1,14.0,151.0,LE,1955.5,1657.0,18.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,MORIGAON,14.1,10.6,33.0,E,594.8,922.5,-36.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,NAGAON,52.1,8.4,521.0,LE,416.1,845.1,-51.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,NALBARI,8.6,5.9,46.0,E,529.5,1320.1,-60.0,LD,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,SIBSAGAR,13.0,8.5,53.0,E,697.0,973.5,-28.0,D,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,SONITPUR,18.9,6.0,215.0,LE,964.3,973.1,-1.0,N,2026-09-01 11:14:58.552958
2026-09-01,2026-06-01,2026-09-01,district,ASSAM & MEGHALAYA,ASSAM,SRIBHUMI,1.0,13.3,-92.0,LD,1400.8,1790.1,-22.0,D,2026-09-01 11:14:58.552958
