date,period_start,period_end,level,subdivision,state,district,day_actual_mm,day_normal_mm,day_departure_pct,day_category,period_actual_mm,period_normal_mm,period_departure_pct,period_category,scraped_at
2026-05-30,2026-03-01,2026-05-30,district,A & N ISLAND,A & N ISLAND,NICOBAR,7.0,9.8,-29.0,D,348.1,497.6,-30.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,A & N ISLAND,A & N ISLAND,NORTH & MIDDLE ANDAMAN,0.0,15.9,-100.0,NR,394.0,380.3,4.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,A & N ISLAND,A & N ISLAND,SOUTH ANDAMAN,1.6,23.6,-93.0,LD,288.1,473.8,-39.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ANJAW,0.0,13.3,-100.0,NR,466.7,1011.3,-54.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,CHANGLANG,0.0,4.7,-100.0,NR,817.6,625.5,31.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST KAMENG,0.0,4.8,-100.0,NR,720.7,453.6,59.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,EAST SIANG,0.0,17.2,-100.0,NR,757.0,801.6,-6.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOHIT,0.0,11.4,-100.0,NR,766.4,950.8,-19.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,LOWER SUBANSIRI,0.0,2.8,-100.0,NR,387.4,429.0,-10.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,PAPUMPARA,0.0,15.2,-100.0,NR,925.9,704.2,31.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TAWANG,0.0,7.5,-100.0,NR,371.4,553.5,-33.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,TIRAP,0.0,8.3,-100.0,NR,846.3,660.1,28.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SIANG,0.0,7.1,-100.0,NR,953.0,1086.5,-12.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,UPPER SUBANSIRI,0.0,4.8,-100.0,NR,508.9,493.9,3.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST KAMENG,0.0,14.8,-100.0,NR,254.9,424.5,-40.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ARUNACHAL PRADESH,ARUNACHAL PRADESH,WEST SIANG,0.0,9.9,-100.0,NR,370.0,527.7,-30.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,BAJALI,0.0,15.6,-100.0,NR,499.0,666.5,-25.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,BAKSA,0.0,13.5,-100.0,NR,607.3,596.5,2.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,BARPETA,0.0,15.6,-100.0,NR,830.6,666.5,25.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,BONGAIGAON,0.0,15.6,-100.0,NR,925.8,709.3,31.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,CACHAR,0.0,14.6,-100.0,NR,1005.3,847.6,19.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,CHARAIDEO,0.0,8.6,-100.0,NR,799.5,373.3,114.0,LE,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,CHIRANG,0.0,14.0,-100.0,NR,812.0,673.4,21.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,DARRANG,0.0,13.4,-100.0,NR,231.5,537.3,-57.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,DHEMAJI,0.0,5.8,-100.0,NR,999.3,545.2,83.0,LE,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,DHUBRI,0.0,19.1,-100.0,NR,1009.1,641.9,57.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,DIBRUGARH,0.0,8.6,-100.0,NR,553.4,572.5,-3.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,DIMA HASAO,0.0,6.5,-100.0,NR,326.5,539.0,-39.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,GOALPARA,0.0,17.3,-100.0,NR,745.2,659.8,13.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,GOLAGHAT,0.0,6.3,-100.0,NR,455.7,411.2,11.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,HAILAKANDI,1.9,14.1,-87.0,LD,593.4,758.0,-22.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,HOJAI,0.0,7.4,-100.0,NR,212.0,264.8,-20.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,JORHAT,0.0,7.0,-100.0,NR,463.9,465.5,0.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP (RURAL),0.0,9.5,-100.0,NR,443.8,499.6,-11.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,KAMRUP METRO.,0.0,10.2,-100.0,NR,516.0,445.9,16.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,KARBI ANGLONG,0.0,5.8,-100.0,NR,231.7,313.0,-26.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,KOKRAJHAR,0.0,19.1,-100.0,NR,975.7,658.0,48.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,LAKHIMPUR,0.0,13.9,-100.0,NR,744.8,555.2,34.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,MORIGAON,0.0,5.1,-100.0,NR,280.6,333.3,-16.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,NAGAON,0.1,7.4,-98.0,LD,207.6,398.0,-48.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,NALBARI,1.4,8.4,-84.0,LD,448.1,588.3,-24.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,SIBSAGAR,0.0,9.2,-100.0,NR,518.3,472.2,10.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,SONITPUR,0.0,14.0,-100.0,NR,402.7,450.9,-11.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,SRIBHUMI,0.0,22.4,-100.0,NR,1162.1,933.8,24.0,E,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,TAMULPUR,0.0,13.7,-100.0,NR,701.2,639.7,10.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,TINSUKIA,0.0,7.7,-100.0,NR,656.5,604.3,9.0,N,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,UDALGURI,0.0,17.3,-100.0,NR,331.9,476.9,-30.0,D,2026-05-31 08:47:17.417115
2026-05-30,2026-03-01,2026-05-30,district,ASSAM & MEGHALAYA,ASSAM,WEST KARBI ANGLONG,0.0,5.7,-100.0,NR,217.2,224.4,-3.0,N,2026-05-31 08:47:17.417115
